problem_id,condition,sentence_num,category,valence,which_option,token_start,token_end,n_tokens,cue_p,proj_agency,proj_anxiety,proj_confidence,proj_confusion,proj_curiosity,proj_guilt,proj_obedience,proj_rationalization,proj_deception,proj_concealment
715,B,27,evaluate,strong-,C,469,476,7,1.0,-3.97253064598356,2.3430563041142056,-5.9583170754568915,5.657976150512695,7.309917109353202,8.4280332837786,5.300631297486169,-0.20343501227242605,15.19948673248291,5.448523112705776
715,C,0,setup,,,0,21,21,,6.736876113074167,-0.04972697723479498,1.138738757088071,2.885796221948805,9.27140674704597,4.5025721078827265,5.956835179101853,-14.030019078935895,4.372237875348046,0.8933921087355841
715,C,1,setup,,,21,31,10,,5.782721722126007,-4.687100374698639,-3.004109060764313,1.1005685210227967,2.968732088804245,2.2145608186721804,7.050701904296875,-12.41146969795227,-0.06095633506774902,-1.6503599524497985
715,C,2,recall,,,31,54,23,,5.416068170381629,2.1566769973091455,4.394218921661377,-6.358434241750966,6.972914721654809,4.104505238325699,0.903354147206182,-2.7568314386450727,5.178845954977947,0.5997611102850541
715,C,3,evaluate,mild-,A,54,73,19,,-5.842622819699739,0.08225634850953754,-9.967376225873045,4.092769732600765,8.635523080825806,5.396034366206119,5.271488365374114,-8.671886257435146,8.499193442495246,7.879515848661724
715,C,4,evaluate,mild+,B,73,101,28,,4.732338879789625,2.515021492327963,4.7035247555800845,-4.837026668446405,9.474173226526805,2.9569184524672374,-1.9174023057733263,2.6461058471884047,7.221133193799427,-0.015071000903844833
715,C,5,evaluate,neutral,B,101,117,16,,-2.9100923389196396,2.6826525777578354,-9.198628917336464,2.2803972214460373,16.59443950653076,3.2621914967894554,-0.1749512031674385,1.6106839179992676,10.998190760612488,4.874156698584557
715,C,6,uncertainty,,,117,124,7,,-12.760654040745326,-1.1702489171709334,-21.195632525852748,15.083513396126884,0.46493550709315706,10.491112845284599,14.78528322492327,-9.287278277533394,4.872531141553607,13.640554768698555
715,C,7,evaluate,strong-,C,124,147,23,,0.9466868768567624,2.2405195676762126,0.05259686967600947,-3.8304502445718516,8.673108785048775,5.342835602552994,-1.384511631468068,-0.7142497923063196,11.615271931109222,1.5078794230585513
715,C,8,evaluate,strong-,C,147,159,12,,1.5173708001772563,2.6487353245417276,3.12106761833032,-5.832480738560359,5.628035883108775,4.8241780797640486,-4.993557607134183,6.595586856206258,6.018090804417928,-0.7113294750452042
715,C,9,recall,,,159,180,21,,6.192228339967274,2.4151335642451333,6.133868552389599,-8.041938367344084,2.342463726089114,2.1151052826926824,-2.038805286089579,6.665390247390384,4.842198224294753,-0.4345112925484067
715,C,10,evaluate,mild-,D,180,190,10,,-0.6784858703613281,3.8599716901779173,-3.917948865890503,0.07554149627685547,11.945942306518555,3.254999566078186,0.06647691130638123,3.0208580255508424,11.52676215171814,3.691231572628021
715,C,11,evaluate,strong-,D,190,206,16,,-3.0381521433591843,1.5952817648649216,-4.69511092454195,0.7074394226074219,6.161612942814827,3.7647431725636125,0.5842941999435425,6.802630305290222,6.082175076007843,5.828763071447611
715,C,12,recall,,,206,225,19,,2.462986453583366,1.2637963420466374,3.845138480788783,-4.000886226955213,8.644655277854518,3.4155047018277016,0.052652258622018916,-0.5929745686681647,8.561536036039653,0.8471377586063585
715,C,13,evaluate,mild-,A,225,233,8,,-4.079621762037277,2.0799418836832047,-3.0466931462287903,-0.26431287825107574,11.105493903160095,3.3480906933546066,0.9859716594219208,-0.37524497509002686,10.478406548500061,6.284409880638123
715,C,14,evaluate,mild-,A,233,238,5,,-0.4317157745361328,-0.7103900671005249,-1.9609560012817382,1.1728829860687255,11.422257423400879,3.291621458530426,4.8475648164749146,1.41022789478302,11.44207592010498,3.490463489294052
715,C,15,compare,,,238,266,28,,-0.7245657869747707,0.6991577361311231,-2.7934224477836063,-1.6528831060443605,11.915196793419975,1.7793349495955877,-4.018795345510755,6.647960066795349,7.987416514328548,1.8638272328036172
715,C,16,commit,,,266,287,21,,3.8434450456074307,-1.6453865624609447,5.88506631624131,-1.5951480524880546,10.417328936713082,0.7043117114475795,-0.7752845741453624,-4.25382754490489,7.5428319317953925,0.45814276593072073
715,C,17,commit,,,287,299,12,,6.4177365601062775,-1.4277827044328053,6.267424325148265,0.06412359078725179,8.912719031174978,0.6304923792680105,6.62210010488828,-6.959770143032074,14.613077680269877,1.541871999700864
26,B,0,setup,,,0,22,22,0.06,6.393085728992116,0.45956219597296283,0.49536630511283875,1.454306190664118,9.644664081660183,5.254676615650004,5.269255128773776,-14.366785526275635,6.449852390722795,-0.17120494896715338
